Reference	EMN001	PYK001	TAF017	VLC001
k141_12076	4	0	23	805
k141_1761	0	0	0	2043
k141_86336	18	0	25	13918
k141_196776	5	0	44	1641
k141_114553	4	0	3	3611
k141_168073	0	0	0	399
k141_182390	343	0	531	4233
k141_40823	19	0	6	840
k141_175547	3	0	1	1265
k141_36848	390	0	297	621
k141_65389	114	0	159	1418
k141_100752	3	0	6	295
k141_150448	1	0	0	628
k141_26087	0	0	0	741
k141_82975	10	0	3	1140
k141_33478	2	0	1	3317
k141_47395	446	0	414	15221
k141_121939	10	0	135	5404
k141_57933	1	0	1	1751
k141_12079	4	0	1	2289
k141_8371	13	0	3	10446
k141_153922	88	0	19	1655
k141_22680	5775	0	19	5493
k141_104560	235	0	242	2007
k141_168077	533	0	0	715
k141_76130	1	0	0	462
k141_224785	0	0	0	287
k141_143609	43	0	13	2282
k141_86342	73	0	59	3516
k141_79394	1493	0	0	0
k141_4928	6	0	2	476
k141_51153	38	0	2	4711
k141_118547	2	0	0	1181
k141_19445	0	0	13	4235
k141_62004	0	0	15	2547
k141_157994	85	0	34	5150
k141_15367	0	0	0	1377
k141_121942	2	0	0	1078
k141_185935	3	0	45	1050
k141_132950	3	0	0	922
k141_203993	2	0	6	381
k141_111670	5	0	22	5327
k141_68839	0	0	1	3040
k141_79395	64	0	39	1430
k141_97377	1295	0	10	1503
k141_168081	10	0	1	1304
k141_175564	6	0	46	3884
k141_164550	909	0	1282	10480
k141_90132	0	0	0	394
k141_44141	5	0	0	5373
k141_72372	43	0	19	1784
k141_40854	0	0	1	732
k141_82997	92	0	65	1937
k141_221314	113	0	83	7046
k141_86352	0	0	0	1373
k141_132959	34	0	0	247
k141_51155	2	0	1	1555
k141_19457	15	0	9	280
k141_218140	10	0	1	593
k141_54704	225	0	83	2746
k141_200263	0	0	0	6561
k141_114568	21	0	6	3392
k141_8387	1	0	0	4074
k141_68848	8	0	1	898
k141_44142	0	0	3	735
k141_129099	16	0	0	861
k141_107669	2785	0	75	2871
k141_36861	280	0	240	13195
k141_196785	4779	0	28793	0
k141_182427	1625	0	0	0
k141_224793	8	0	38	4196
k141_76146	7550	0	76	829
k141_26121	0	0	1	905
k141_204009	0	0	2	1259
k141_22702	23	0	0	2089
k141_178773	51	0	53	18053
k141_4942	15	0	1	2165
k141_79405	4	0	21	884
k141_44145	5	0	0	1883
k141_104593	7	0	1	1968
k141_68854	7	0	3	1103
k141_57974	102	0	111	4029
k141_146963	2	0	0	386
k141_90161	2	0	1	1209
k141_1822	0	0	42	4618
k141_54719	7	0	9	1150
k141_22707	121	0	86	1803
k141_143646	0	0	0	1394
k141_182444	1297	0	46	217
k141_185971	0	0	0	683
k141_93510	3	0	0	663
k141_153959	1100	0	0	0
k141_221334	2727	0	0	0
k141_8403	538	0	449	883
k141_214334	146	0	145	1368
k141_51182	105	0	17	1434
k141_204035	81	0	75	2051
k141_224809	7	0	2	1638
k141_210832	0	0	222	19276
k141_100810	1	0	2	804
k141_76168	0	0	1	489
k141_83018	887	0	532	1142
k141_189693	1247	0	648	16557
k141_104618	4	0	9	295
k141_33543	276	0	156	3162
k141_207186	7	0	1	1617
k141_218177	0	0	0	1865
k141_164591	14	0	2	809
k141_65470	0	0	24	6922
k141_118601	1	0	0	875
k141_93531	0	0	0	322
k141_62063	0	0	6	2712
k141_136373	12	0	111	2221
k141_104623	1368	0	0	4
k141_100811	2	0	2	1188
k141_26139	0	0	0	1013
k141_29708	195	0	211	425
k141_224810	1439	0	9086	0
k141_129133	630	0	1	879
k141_111737	88	0	3	1296
k141_4968	33	0	98	3034
k141_168132	0	0	0	437
k141_97428	5	0	0	899
k141_175643	1	0	44	782
k141_164593	0	0	0	346
k141_36894	1418	0	10	1259
k141_40940	36	0	4	359
k141_189707	231	0	136	3877
k141_90187	0	0	18	5740
k141_218195	6	0	0	526
k141_175644	2	0	11	2436
k141_29722	1	0	32	1595
k141_118618	37	0	10	341
k141_68894	93	0	82	4071
k141_93549	12	0	2	271
k141_86408	1	0	15	1616
k141_133031	180	0	177	8674
k141_100821	193	0	195	3961
k141_189710	0	0	0	2743
k141_51200	3	0	0	1111
k141_76212	0	0	0	502
k141_33587	41	0	3	1091
k141_218201	3	0	6	2924
k141_182487	20	0	50	3169
k141_111743	9	0	6	5515
k141_12192	0	0	4	1755
k141_86410	0	0	1	834
k141_158112	0	0	0	3014
k141_125614	515	0	314	48482
k141_136392	0	0	0	499
k141_139809	2	0	2	620
k141_143693	1	0	0	3790
k141_4987	0	0	42	3632
k141_196789	249	0	154	11236
k141_79465	43	0	8	1711
k141_224843	0	0	0	2678
k141_204072	0	0	0	605
k141_44220	0	0	0	425
k141_33591	157	0	191	3219
k141_26174	4	0	20	1906
k141_158117	0	0	10	2172
k141_193219	5	0	22	949
k141_129156	30	0	39	1951
k141_154031	0	0	1	1733
k141_97457	34	0	12	1294
k141_47453	163	0	71	7254
k141_83064	45	0	24	2185
k141_207225	0	0	0	762
k141_189738	78	0	98	680
k141_57983	1	0	0	14419
k141_90220	52	0	9	941
k141_164615	0	0	0	1557
k141_200354	10	0	15	1530
k141_104671	1	0	0	3061
k141_19592	0	0	0	1923
k141_150529	36	0	3	1137
k141_196793	561	0	455	1087
k141_86422	0	0	0	2345
k141_100843	2	0	4	846
k141_114577	40	0	74	16092
k141_33600	5	0	9	324
k141_182510	299	0	224	372
k141_97459	104	0	15	674
k141_54799	21	0	21	420
k141_26185	50	0	36	3107
k141_133044	28	0	25	3784
k141_111766	1324	0	8431	5
k141_8477	9	0	2	999
k141_1910	1	0	13	1279
k141_139821	2	0	11	2354
k141_19594	1	0	0	1808
k141_158129	2	0	5	1207
k141_200356	0	0	1	2560
k141_83067	0	0	0	1317
k141_193230	0	0	4	456
k141_40984	3747	0	20574	0
k141_164616	242	0	252	6169
k141_65539	41	0	0	933
k141_136416	1	0	11	321
k141_57987	9	0	0	1554
k141_161207	0	0	18	2285
k141_1913	25	0	5	1006
k141_158136	9	0	2	901
k141_100851	0	0	0	1075
k141_154053	3	0	0	323
k141_79483	5	0	0	3881
k141_111768	22	0	420	2955
k141_47456	743	0	254	3746
k141_189762	2	0	11	1169
k141_44256	14	0	0	223
k141_143722	71	0	12	359
k141_62123	0	0	10	4105
k141_193232	13	0	151	2152
k141_76268	20	0	16	977
k141_146987	214	0	120	11078
k141_171620	209	0	149	29233
k141_86437	3	0	0	778
k141_133062	0	0	0	2078
k141_182528	6	0	0	938
k141_214394	3	0	9	2296
k141_175699	9	0	22	4108
k141_5023	0	0	1	4352
k141_104707	2	0	0	859
k141_12229	235	0	123	3441
k141_150547	1186	0	7532	0
k141_175700	25	0	0	834
k141_118703	20	0	2	1193
k141_133065	1100	0	7667	0
k141_19603	7	0	78	2573
k141_47468	39	0	54	2461
k141_22810	1	0	18	1295
k141_210918	567	0	359	798
k141_93601	96	0	36	3293
k141_196821	0	0	6	559
k141_68929	461	0	395	4437
k141_122065	46	0	8	871
k141_83070	236	0	74	5830
k141_51217	383	0	469	4579
k141_182531	5	0	11	1770
k141_62141	0	0	4	587
k141_1936	24	0	93	2926
k141_147004	1	0	1	845
k141_86444	25	0	4	2235
k141_143729	0	0	1	824
k141_107744	1910	0	827	12047
k141_164645	37	0	0	1387
k141_186098	4	0	2	1002
k141_154082	46	0	0	395
k141_207233	38	0	50	9541
k141_193234	0	0	0	1349
k141_118723	5	0	0	923
k141_196832	1	0	2	551
k141_26210	0	0	6	3272
k141_8523	0	0	1	1334
k141_168224	37	0	59	3986
k141_79490	0	0	1	3052
k141_136447	21	0	424	2090
k141_171641	29	0	0	296
k141_133081	3	0	4	870
k141_175730	0	0	23	2358
k141_118724	1123	0	6682	0
k141_65582	9	0	0	857
k141_186103	136	0	34	1953
k141_76316	15	0	1	794
k141_218285	1	0	1	1510
k141_175735	118	0	116	5531
k141_193244	12	0	24	2163
k141_147015	0	0	2	4108
k141_210936	8	0	0	613
k141_62154	587	0	222	3453
k141_178904	5	0	1	599
k141_5054	0	0	4	852
k141_139906	0	0	0	449
k141_158196	7	0	12	1271
k141_189825	2	0	2	431
k141_19637	114	0	1	2337
k141_111773	241	0	83	15518
k141_54854	1	0	2	3650
k141_68965	0	0	0	1202
k141_97514	0	0	0	803
k141_44286	0	0	77	9645
k141_196857	103	0	157	5739
k141_33649	13	0	54	10525
k141_204188	0	0	2	655
k141_8551	230	0	123	395
k141_143768	843	0	5016	0
k141_72556	144	0	173	4738
k141_114649	304	0	123	389
k141_5062	87	0	29	2175
k141_136470	28	0	155	2836
k141_125748	0	0	0	1264
k141_83102	4	0	0	7226
k141_79491	4234	0	24957	0
k141_147035	5	0	1	932
k141_100919	39	0	16	524
k141_164680	42	0	80	2623
k141_178913	41	0	8	1446
k141_154115	1	0	0	1193
k141_19649	0	0	0	1147
k141_207258	0	0	0	443
k141_12312	13	0	117	1494
k141_104776	0	0	27	6475
k141_218288	11	0	44	8492
k141_200421	978	0	289	4756
k141_33663	9	0	67	1720
k141_178916	3	0	11	1254
k141_204200	3	0	8	1226
k141_15564	2	0	0	2654
k141_118766	2331	0	1	2
k141_214444	7	0	21	11124
k141_68977	144	0	29	3058
k141_114659	1	0	0	548
k141_83106	55	0	0	453
k141_129264	0	0	0	375
k141_72573	2	0	1	1261
k141_29870	2	0	2	1404
k141_154124	24	0	3	1004
k141_171661	7	0	0	4308
k141_22874	83	0	10	1358
k141_51306	11	0	0	771
k141_204206	3	0	2	376
k141_125767	9	0	0	778
k141_175790	13	0	3	3230
k141_100937	1	0	2	2802
k141_33673	2001	0	0	2
k141_111810	2	0	1	794
k141_76396	40	0	66	2346
k141_139951	23	0	0	321
k141_178923	1554	0	4	1442
k141_154130	0	0	1	686
k141_182604	1	0	3	1989
k141_168279	6	0	7	5054
k141_189849	4191	0	26057	0
k141_200438	0	0	17	1926
k141_2024	74	0	71	1650
k141_97544	19	0	9	4265
k141_125771	25	0	2	2481
k141_47554	2	0	2	859
k141_171674	9	0	1	616
k141_93669	30	0	4	1317
k141_90360	0	0	15	1429
k141_164700	14	0	3	812
k141_58049	3798	0	22313	1
k141_204220	0	0	2	718
k141_136504	1	0	2	873
k141_161304	1265	0	0	0
k141_79528	0	0	1	463
k141_224930	1	0	0	11085
k141_54892	373	0	361	2541
k141_154133	89	0	30	2547
k141_139960	36	0	18	1128
k141_93670	3	0	0	444
k141_2027	381	0	65	2832
k141_86531	1447	0	4	1196
k141_193289	38	0	7	3582
k141_189856	0	0	2	554
k141_196908	3	0	0	1805
k141_147082	46	0	70	979
k141_133084	2823	0	1180	16690
k141_136507	2	0	0	765
k141_178939	1	0	4	278
k141_186178	2	0	2	367
k141_37015	1271	0	470	5806
k141_122161	1062	0	0	0
k141_224934	1	0	1	1654
k141_168302	1207	0	0	0
k141_143829	1	0	4	735
k141_29897	13	0	9	1121
k141_204235	3	0	11	362
k141_218319	4862	0	46	4261
k141_118806	9	0	2	1448
k141_47569	56	0	185	1515
k141_125799	7	0	0	836
k141_104813	260	0	400	3149
k141_19732	58	0	0	506
k141_83151	3249	0	0	0
k141_193301	0	0	10	1440
k141_139973	1979	0	0	0
k141_26324	22	0	25	8656
k141_54905	23	0	74	2419
k141_133099	92	0	24	1443
k141_125800	2	0	3	756
k141_143850	8	0	1	936
k141_41181	3	0	4	468
k141_221551	4	0	0	1766
k141_107846	0	0	0	3259
k141_93694	2	0	0	608
k141_29916	8	0	0	720
k141_218340	0	0	6	1409
k141_214491	439	0	375	591
k141_5123	330	0	416	3334
k141_86549	4	0	7	2792
k141_154163	0	0	0	470
k141_178944	18	0	48	5905
k141_69065	16	0	1	668
k141_97572	136	0	265	2006
k141_76461	0	0	34	3632
k141_196945	2	0	0	864
k141_93697	185	0	177	5910
k141_193314	87	0	9	1513
k141_19749	0	0	0	1863
k141_133110	11	0	1	756
k141_5135	0	0	0	380
k141_125802	0	0	0	4503
k141_150638	375	0	501	4367
k141_204266	3	0	28	2305
k141_22947	12	0	3	680
k141_2090	14	0	235	2248
k141_218357	16	0	15	1392
k141_41190	693	0	450	14405
k141_54930	44	0	15	2188
k141_224956	13	0	82	2201
k141_118827	0	0	54	6194
k141_72650	0	0	1	618
k141_182665	3	0	61	6065
k141_58091	16	0	3	2110
k141_111901	46	0	0	466
k141_211028	10	0	24	8242
k141_26353	0	0	1	4011
k141_54933	1192	0	4	0
k141_76473	3	0	4	399
k141_90425	4277	0	0	0
k141_186217	145	0	6	2378
k141_19769	4	0	4	2916
k141_207365	1	0	38	793
k141_65754	202	0	34	988
k141_221575	5	0	41	2621
k141_79581	6	0	6	950
k141_44421	8	0	18	5660
k141_224958	351	0	302	8631
k141_15663	6	0	6	1051
k141_122206	26	0	8	4286
k141_154202	2	0	0	419
k141_171746	107	0	10	2179
k141_161369	5	0	10	2328
k141_125807	136	0	16	3405
k141_93724	48	0	0	363
k141_101031	290	0	102	2967
k141_143892	24	0	1	773
k141_196956	923	0	436	6340
k141_83199	0	0	0	933
k141_104882	9	0	0	710
k141_107886	2	0	4	832
k141_97610	0	0	0	587
k141_147151	224	0	178	497
k141_114750	0	0	13	3372
k141_19798	3	0	32	1176
k141_171749	284	0	109	1363
k141_207374	380	0	299	510
k141_182696	16	0	2	2803
k141_47575	18	0	84	13764
k141_158393	0	0	0	5381
k141_214523	1862	0	7	4625
k141_90442	2	0	0	823
k141_58113	489	0	331	685
k141_129378	9	0	5	477
k141_136567	374	0	391	616
k141_51414	675	0	2	1380
k141_140038	1626	0	1	0
k141_8681	5537	0	44	5549
k141_218388	29	0	4	4197
k141_193364	52	0	14	353
k141_175928	475	0	0	669
k141_41230	2	0	50	3744
k141_143894	445	0	177	3356
k141_19804	0	0	0	562
k141_133177	13	0	3	1522
k141_72690	1730	0	29	1445
k141_15679	368	0	180	6751
k141_26384	0	0	0	1851
k141_44460	157	0	2	2039
k141_122223	10	0	24	2577
k141_171752	1	0	21	1630
k141_93740	0	0	1	579
k141_147162	46	0	9	1657
k141_12481	140	0	72	1881
k141_76516	0	0	0	1017
k141_204312	0	0	0	2358
k141_86606	0	0	0	353
k141_44464	280	0	178	393
k141_58116	0	0	0	657
k141_2139	0	0	20	5874
k141_15682	0	0	0	398
k141_133185	3	0	21	1369
k141_97624	0	0	0	5357
k141_29996	127	0	2	1670
k141_69133	1	0	0	485
k141_65786	9	0	114	2825
k141_186263	120	0	31	1201
k141_168398	4	0	0	828
k141_224994	2134	0	0	0
k141_197003	0	0	4	1499
k141_47583	179	0	278	2057
k141_193380	0	0	4	344
k141_62353	4	0	1	754
k141_107913	1	0	0	479
k141_51426	111	0	23	620
k141_207391	93	0	103	5543
k141_41246	3	0	81	4029
k141_33756	9017	0	54364	0
k141_101058	301	0	163	7761
k141_147173	0	0	0	2917
k141_97628	351	0	19	1475
k141_182719	2277	0	13288	0
k141_136592	24	0	0	313
k141_221620	0	0	2	1431
k141_224995	4	0	35	795
k141_22992	29	0	23	5816
k141_93757	19	0	4	891
k141_161393	3029	0	12	2663
k141_114795	37	0	23	1119
k141_8715	0	0	0	1678
k141_133202	49	0	87	4402
k141_54989	12	0	34	8487
k141_204348	0	0	0	751
k141_30014	2	0	33	1592
k141_76552	2	0	5	591
k141_86627	0	0	0	390
k141_125816	1275	0	599	9969
k141_154250	3	0	29	4951
k141_122235	1	0	1	8089
k141_207406	28	0	126	2873
k141_218441	11	0	5	1273
k141_221623	324	0	171	496
k141_44491	14	0	0	827
k141_79644	21	0	3	997
k141_104947	1	0	5	487
k141_161399	260	0	83	402
k141_58138	2	0	27	1858
k141_2151	0	0	0	7875
k141_190009	2	0	29	4571
k141_164841	0	0	12	1819
k141_158447	6	0	0	1780
k141_171787	3	0	1	2153
k141_107939	0	0	0	539
k141_23001	28	0	0	1431
k141_186296	0	0	0	408
k141_154263	28	0	129	1852
k141_33777	0	0	1	847
k141_168442	217	0	97	1268
k141_41277	14	0	12	304
k141_193414	2	0	1	762
k141_19877	56	0	17	1996
k141_54994	24	0	35	4965
k141_154265	6	0	1	943
k141_179052	0	0	0	5882
k141_44510	0	0	0	387
k141_93772	1993	0	0	0
k141_140072	8	0	88	3415
k141_90512	19	0	0	1687
k141_190022	1	0	25	2217
k141_214564	69	0	18	3005
k141_204363	198	0	243	8412
k141_111990	2	0	0	3501
k141_176021	4	0	27	1490
k141_30028	126	0	180	1481
k141_225023	76	0	533	4162
k141_101108	48	0	9	3743
k141_168452	0	0	0	1302
k141_211142	3	0	37	1082
k141_118945	1	0	2	1752
k141_197055	138	0	198	8300
k141_186313	0	0	6	2332
k141_150696	180	0	94	6675
k141_55009	0	0	0	3053
k141_221634	1	0	4	2737
k141_104983	0	0	2	840
k141_26458	33	0	17	1910
k141_8768	0	0	0	324
k141_72752	16	0	16	549
k141_90527	5	0	7	1716
k141_41293	0	0	0	2700
k141_190027	169	0	336	1767
k141_37190	5	0	0	960
k141_171814	1	0	0	815
k141_76616	15	0	150	2043
k141_125870	1	0	0	817
k141_83252	598	0	768	6782
k141_114844	0	0	0	2298
k141_158505	0	0	10	834
k141_12506	701	0	934	7057
k141_218491	18	0	8	1837
k141_182764	117	0	83	11474
k141_136653	0	0	3	2308
k141_2195	31	0	5	1318
k141_5278	12	0	25	721
k141_168466	19	0	1	1225
k141_51499	41	0	95	4074
k141_176035	3081	0	0	0
k141_214589	2	0	1	1252
k141_154293	9	0	4	1160
k141_93807	1	0	1	870
k141_76647	127	0	10	338
k141_90555	1765	0	7	1763
k141_158513	39	0	0	403
k141_214591	1258	0	0	5
k141_179097	1200	0	3	1216
k141_107994	7	0	33	2280
k141_90558	7	0	1	563
k141_114845	6	0	3	2353
k141_55055	8	0	13	459
k141_26489	4	0	9	1092
k141_33860	2	0	1	681
k141_83281	19	0	0	758
k141_5284	0	0	0	926
k141_164900	16	0	0	1834
k141_182787	293	0	136	445
k141_193447	2926	0	21	3208
k141_104992	11	0	50	9245
k141_55057	101	0	3	1355
k141_8799	11	0	0	984
k141_12529	46	0	3	3719
k141_186349	74	0	128	2404
k141_133289	7	0	13	4310
k141_143943	325	0	226	28489
k141_62464	3888	0	53	4142
k141_2215	4	0	7	330
k141_158530	1325	0	0	1241
k141_204435	4	0	15	921
k141_37218	0	0	1	305
k141_44612	39	0	0	352
k141_76664	683	0	247	3102
k141_19960	0	0	0	2326
k141_225067	456	0	410	636
k141_140102	19	0	6	7411
k141_218527	0	0	0	450
k141_30078	2	0	13	644
k141_136672	1	0	1	1405
k141_93818	0	0	0	664
k141_58208	129	0	17	1662
k141_5286	1576	0	7935	0
k141_51509	3280	0	0	0
k141_108015	1	0	0	2799
k141_112088	2	0	2	858
k141_44617	2	0	1	874
k141_154309	1	0	0	1733
k141_168470	833	0	305	5564
k141_33870	0	0	0	914
k141_179116	0	0	17	2423
k141_65929	0	0	1	998
k141_186350	0	0	0	1326
k141_79650	26	0	62	16796
k141_119001	109	0	53	4518
k141_190044	57	0	74	13425
k141_176072	3930	0	36	3704
k141_12549	0	0	1	1153
k141_69282	505	0	398	766
k141_30091	0	0	0	384
k141_218529	4	0	36	4088
k141_26520	0	0	0	950
k141_55076	17	0	48	2682
k141_136678	0	0	1	479
k141_125917	0	0	1	1972
k141_186357	29	0	6	1861
k141_204460	0	0	0	441
k141_83309	0	0	49	4448
k141_158556	2	0	12	2544
k141_190048	2	0	17	1775
k141_108020	18	0	7	1841
k141_97729	9	0	0	489
k141_147291	3126	0	62	2979
k141_200710	13	0	50	1292
k141_168485	0	0	0	486
k141_140130	0	0	0	380
k141_15792	81	0	36	3278
k141_161478	1	0	1	2700
k141_171855	17	0	12	7998
k141_90611	0	0	1	2774
k141_214620	9	0	11	1517
k141_72835	0	0	0	501
k141_211225	16	0	332	2380
k141_83314	26	0	73	2605
k141_23102	91	0	48	5792
k141_207474	30	0	124	14242
k141_182809	4186	0	25860	1
k141_143980	178	0	76	4079
k141_19998	0	0	0	4335
k141_200718	6	0	0	686
k141_133333	1355	0	0	0
k141_2256	0	0	3	618
k141_33898	0	0	11	3811
k141_30110	85	0	90	2818
k141_83315	2418	0	3	15
k141_197171	43	0	100	4315
k141_147292	12	0	51	4190
k141_218567	116	0	45	1065
k141_79663	0	0	15	1401
k141_168491	759	0	472	1048
k141_105066	2	0	0	4151
k141_158569	3778	0	0	0
k141_143985	1	0	2	1320
k141_214638	0	0	0	2180
k141_204492	1	0	0	1144
k141_44663	13	0	9	905
k141_5334	7	0	4	1267
k141_37267	14	0	180	1546
k141_20003	11	0	9	962
k141_108039	0	0	0	743
k141_154362	38	0	13	1583
k141_114888	73	0	245	1454
k141_55117	2	0	21	1397
k141_225108	0	0	0	1575
k141_168499	0	0	0	929
k141_218574	385	0	166	2463
k141_90654	398	0	149	1704
k141_186382	0	0	0	2610
k141_221739	473	0	339	11459
k141_30118	0	0	27	1575
k141_8877	6	0	8	2228
k141_147307	2	0	5	1293
k141_207492	611	0	283	9965
k141_164961	8	0	14	2527
k141_136721	5	0	0	1232
k141_62561	181	0	157	4960
k141_218589	0	0	0	199
k141_225115	1	0	19	1605
k141_2286	108	0	66	2610
k141_76771	0	0	0	1416
k141_204520	1	0	1	334
k141_182871	993	0	5844	0
k141_133369	10	0	4	1354
k141_90672	78	0	134	6046
k141_161501	5547	0	69	5051
k141_125939	5261	0	32017	0
k141_112171	7	0	44	1546
k141_37281	0	0	6	3396
k141_150718	6	0	21	25171
k141_190125	30	0	5	654
k141_108066	4	0	0	502
k141_83323	11	0	70	11675
k141_20035	1	0	0	682
k141_2291	92	0	16	1384
k141_154395	0	0	0	1628
k141_105108	0	0	0	4269
k141_97798	0	0	1	826
k141_225118	7	0	29	3518
k141_140200	3	0	4	565
k141_119065	4070	0	23810	0
k141_5354	0	0	3	1311
k141_197212	68	0	343	4152
k141_44714	145	0	94	3469
k141_164968	165	0	190	1850
k141_69351	19	0	42	6546
k141_72902	0	0	0	270
k141_150723	3	0	0	926
k141_182873	0	0	12	4606
k141_214675	5	0	2	539
k141_136751	380	0	90	1371
k141_221771	1	0	0	597
k141_33955	1	0	0	2799
k141_90676	16	0	14	5953
k141_140209	8	0	11	413
k141_186429	252	0	191	6043
k141_114937	49	0	0	321
k141_66045	35	0	13	2352
k141_101279	12	0	0	935
k141_158643	66	0	123	2250
k141_154406	0	0	7	2249
k141_122442	279	0	242	8959
k141_150734	1	0	0	1553
k141_83339	32	0	0	247
k141_204533	763	0	338	4236
k141_76829	7	0	2	430
k141_105127	0	0	0	955
k141_182889	12	0	1	1248
k141_90685	10	0	29	1515
k141_129613	0	0	2	543
k141_58253	316	0	172	18572
k141_158650	4	0	2	239
k141_23165	3	0	1	1843
k141_69359	10	0	37	1873
k141_12665	72	0	19	3467
k141_41524	156	0	99	3900
k141_207553	7	0	10	577
k141_122449	8	0	2	791
k141_133411	18	0	48	2501
k141_221787	0	0	0	1760
k141_47822	0	0	3	1199
k141_158658	16	0	36	2391
k141_197243	76	0	2	1393
k141_76845	104	0	2	1266
k141_33978	7	0	12	1910
k141_30192	15	0	14	369
k141_86828	3	0	49	1820
k141_15879	43	0	163	5199
k141_12670	0	0	0	1085
k141_90704	26	0	2	2996
k141_20083	305	0	190	8514
k141_69361	325	0	127	2868
k141_51651	9	0	3	892
k141_136779	1	0	3	1742
k141_147399	0	0	0	847
k141_225163	193	0	63	1879
k141_62620	0	0	0	1108
k141_114962	39	0	0	465
k141_197256	4	0	12	642
k141_37316	15	0	0	737
k141_66067	7	0	48	1600
k141_140250	243	0	205	409
k141_33986	240	0	91	1551
k141_101313	9	0	12	2152
k141_97850	0	0	7	287
k141_90716	2	0	15	1218
k141_79716	1	0	40	8708
k141_51656	102	0	3	1367
k141_179169	582	0	802	7086
k141_2346	3	0	41	6325
k141_5380	23	0	27	6938
k141_58262	0	0	0	917
k141_129638	0	0	0	377
k141_218670	0	0	13	1726
k141_207575	2	0	2	1032
k141_66071	115	0	141	2744
k141_30207	1	0	11	278
k141_90717	2194	0	5	1870
k141_114976	84	0	35	1558
k141_83376	32	0	11	2216
k141_190212	1	0	1	830
k141_41553	0	0	0	981
k141_79722	1	0	17	615
k141_193606	0	0	0	2597
k141_140267	0	0	0	336
k141_101330	6	0	9	1208
k141_207582	1143	0	6617	1
k141_12693	1948	0	18	2127
k141_20120	0	0	0	521
k141_197279	0	0	1	729
k141_154457	70	0	10	974
k141_144038	11208	0	66649	2
k141_171952	107	0	74	4372
k141_5396	4	0	19	1413
k141_158699	0	0	1	3427
k141_105177	0	0	119	6452
k141_26703	363	0	240	10211
k141_225186	2	0	0	1265
k141_34017	8	0	13	1896
k141_168610	42	0	18	1503
k141_90734	5	0	1	702
k141_136796	3271	0	0	4
k141_114987	80	0	5	1291
k141_112269	90	0	66	2190
k141_119174	3	0	17	2593
k141_214682	607	0	834	6717
k141_47870	237	0	212	434
k141_37334	5	0	1	1503
k141_179187	8	0	3	4671
k141_8975	293	0	393	3238
k141_69401	5	0	0	310
k141_66112	0	0	1	897
k141_41574	1	0	18	647
k141_136800	4	0	30	1533
k141_55224	171	0	63	6710
k141_211380	81	0	32	813
k141_79738	21	0	14	2241
k141_76927	0	0	0	405
k141_15924	62	0	94	1888
k141_200862	0	0	3	1281
k141_204610	1	0	0	4320
k141_5405	2128	0	8	2098
k141_133503	0	0	0	2660
k141_69403	79	0	62	2399
k141_182977	0	0	39	1630
k141_37336	0	0	0	3697
k141_58304	411	0	285	535
k141_101350	65	0	109	6016
k141_15929	1	0	0	932
k141_214685	139	0	153	2290
k141_122504	2	0	0	5318
k141_34042	107	0	9	347
k141_158711	4062	0	0	0
k141_140306	27	0	4	1535
k141_147449	76	0	77	1386
k141_26729	1	0	0	2380
k141_214686	2	0	18	1969
k141_105202	0	0	3	1299
k141_72982	0	0	2	832
k141_2415	0	0	0	2094
k141_62684	0	0	0	5087
k141_154479	2	0	0	1584
k141_47893	8	0	8	2386
k141_133515	11	0	0	397
k141_86907	0	0	7	820
k141_5409	2	0	1	2008
k141_12742	12	0	5	1041
k141_129660	5410	0	24	5205
k141_190266	9	0	0	1002
k141_26734	19	0	7	1631
k141_58314	7	0	1	837
k141_55244	1	0	23	580
k141_9008	0	0	22	1625
k141_76967	1080	0	2	0
k141_112286	4904	0	0	0
k141_62688	649	0	1	1766
k141_161653	26	0	0	255
k141_34057	36	0	0	419
k141_207625	20	0	1	922
k141_41605	98	0	120	6125
k141_147455	0	0	0	577
k141_83454	0	0	0	303
k141_168651	109	0	143	5065
k141_97950	1606	0	0	0
k141_165078	418	0	0	897
k141_9010	0	0	4	394
k141_225219	223	0	169	357
k141_211409	4	0	9	3448
k141_218747	77	0	15	1700
k141_172006	0	0	0	480
k141_133530	0	0	0	424
k141_158744	4	0	8	259
k141_126088	25	0	5	368
k141_197346	1165	0	6481	0
k141_161657	2	0	17	797
k141_140323	409	0	109	5161
k141_176340	0	0	45	2824
k141_34067	17	0	0	741
k141_207626	124	0	178	3081
k141_86916	1901	0	0	0
k141_101390	0	0	0	417
k141_221864	2155	0	9	2049
k141_168655	0	0	9	2057
k141_108208	0	0	3	819
k141_105223	3246	0	20302	1
k141_20205	6	0	0	2138
k141_154503	12	0	2	304
k141_55259	22	0	5	5420
k141_44904	11	0	0	1713
k141_41630	1309	0	5	1170
k141_183031	0	0	3	1052
k141_200908	0	0	1	2678
k141_76975	2	0	1	2369
k141_9021	0	0	0	678
k141_176349	0	0	0	2732
k141_214712	123	0	16	362
k141_62716	14	0	1	2142
k141_207627	0	0	0	588
k141_197361	63	0	47	644
k141_150874	77	0	5	1405
k141_119248	70	0	41	2601
k141_47925	233	0	45	796
k141_140333	66	0	66	1825
k141_221867	0	0	0	827
k141_172021	36	0	0	423
k141_112318	141	0	88	3578
k141_9027	26	0	27	435
k141_76980	23	0	41	2813
k141_158771	7	0	60	1983
k141_15989	1195	0	0	0
k141_165114	0	0	1	510
