Reference	EMN001	PYK001	TAF017	VLC001
k141_84887	0	0	0	371
k141_102798	2	0	39	4353
k141_170002	1	0	1	1317
k141_81124	12	0	0	812
k141_148762	0	0	3	668
k141_155916	9	0	5	239
k141_74424	1338	0	0	0
k141_202307	23	0	11	1346
k141_130936	170	0	26	2167
k141_162798	3	0	5	645
k141_59376	106	0	6	1598
k141_194994	5	0	70	8876
k141_184507	4	0	15	644
k141_170010	0	0	6	1548
k141_116341	327	0	132	2318
k141_81130	1	0	22	1119
k141_141899	13	0	1	3134
k141_95498	0	0	11	3088
k141_209007	2	0	0	741
k141_28183	356	0	278	10541
k141_127636	3956	0	0	0
k141_53108	161	0	189	4060
k141_148772	1	0	1	502
k141_216000	5	0	0	3870
k141_81132	151	0	24	437
k141_10524	39	0	0	293
k141_180359	2	0	0	472
k141_99385	0	0	17	2309
k141_17221	3347	0	13	2879
k141_53115	102	0	4	515
k141_81135	8	0	1	3459
k141_141919	0	0	12	2253
k141_28196	21	0	1	745
k141_184535	3	0	33	246
k141_59377	3710	0	43	3607
k141_195009	12	0	3	629
k141_152151	0	0	0	1287
k141_162818	1560	0	0	0
k141_84916	0	0	0	1071
k141_180371	5	0	0	527
k141_116365	0	0	22	4236
k141_170066	1	0	12	624
k141_81150	0	0	3	1916
k141_10544	0	0	15	1569
k141_184551	8	0	1	2995
k141_138134	735	0	1055	9425
k141_84926	2	0	0	480
k141_148790	2354	0	10	0
k141_88232	35	0	4	2833
k141_81152	34	0	19	851
k141_99416	38	0	80	1822
k141_28220	1	0	12	1262
k141_38582	365	0	583	5636
k141_184558	107	0	128	2850
k141_49330	0	0	0	886
k141_124068	10	0	1	382
k141_102880	1	0	0	4074
k141_148795	78	0	91	5078
k141_209035	0	0	50	7983
k141_138144	381	0	113	2049
k141_116379	0	0	28	2642
k141_170092	0	0	2	1876
k141_84946	78	0	98	2410
k141_202358	93	0	124	1437
k141_156016	276	0	80	1782
k141_17249	10	0	37	1583
k141_38588	377	0	252	760
k141_31637	0	0	2	1200
k141_188088	4	0	2	5729
k141_53136	3545	0	0	0
k141_88256	13	0	3	1056
k141_173190	312	0	159	5693
k141_170097	1	0	0	1900
k141_49348	392	0	334	704
k141_212903	2	0	12	1335
k141_127696	0	0	0	3345
k141_152166	39	0	43	9640
k141_109329	569	0	551	16194
k141_10576	3	0	11	541
k141_184590	23	0	55	4816
k141_195038	2	0	1	982
k141_124098	542	0	196	2890
k141_10577	47	0	228	2798
k141_226379	0	0	1	2712
k141_216088	4	0	0	617
k141_102909	6	0	47	2057
k141_184602	6	0	0	678
k141_170115	1	0	0	858
k141_162886	0	0	30	2363
k141_24636	1286	0	400	6400
k141_59423	3080	0	0	0
k141_152188	5	0	0	537
k141_127724	17	0	0	333
k141_131043	2	0	2	368
k141_17268	0	0	0	856
k141_209075	8	0	46	1016
k141_226389	2	0	1	775
k141_202388	139	0	212	3778
k141_184620	2	0	1	942
k141_88293	136	0	9	2060
k141_156067	21	0	5	1336
k141_138167	0	0	173	12711
k141_102939	1919	0	0	0
k141_184628	6	0	18	510
k141_148866	1	0	2	1040
k141_24664	1	0	12	880
k141_209083	0	0	0	336
k141_223119	12	0	0	1672
k141_212960	34	0	33	1939
k141_116435	122	0	8	1623
k141_10601	88	0	65	4115
k141_31690	0	0	0	508
k141_202414	1	0	0	1133
k141_49401	3	0	16	925
k141_17289	37	0	0	350
k141_209090	2	0	28	812
k141_38633	14	0	19	4237
k141_180476	0	0	0	1443
k141_188131	0	0	0	830
k141_102961	42	0	27	321
k141_162936	40	0	15	513
k141_223132	11	0	0	742
k141_124123	10	0	0	3910
k141_95671	177	0	63	2386
k141_226428	4	0	8	272
k141_184652	542	0	184	3396
k141_156112	0	0	0	1220
k141_162947	75	0	5	1382
k141_195085	0	0	71	6160
k141_180486	71	0	198	5431
k141_188156	0	0	0	419
k141_102988	16	0	49	1697
k141_127765	22	0	9	1941
k141_223142	0	0	2	409
k141_138180	14	0	5	5388
k141_116470	1959	0	0	1
k141_152262	7	0	12	1521
k141_53230	128	0	116	6899
k141_148921	10	0	3	2199
k141_184677	1	0	25	3944
k141_162960	245	0	235	10187
k141_166459	9	0	0	1594
k141_131120	1	0	7	750
k141_124160	0	0	0	4372
k141_188183	73	0	30	1305
k141_81365	146	0	253	2154
k141_148924	0	0	21	3360
k141_170249	0	0	0	5539
k141_109388	60	0	68	14480
k141_24729	1	0	36	1022
k141_10653	3936	0	23856	0
k141_127788	3	0	0	1974
k141_173298	46	0	41	1801
k141_17339	178	0	189	5943
k141_59506	84	0	114	2759
k141_53240	29	0	8	1507
k141_81370	203	0	107	1581
k141_188186	4	0	1	2960
k141_213041	13	0	9	3223
k141_88395	0	0	4	442
k141_195111	0	0	0	2394
k141_138207	2	0	3	425
k141_226430	119	0	44	7701
k141_216206	1	0	7	348
k141_131136	15	0	2	1339
k141_28330	409	0	320	35822
k141_53246	13	0	5	1486
k141_95748	1790	0	4	2338
k141_38711	0	0	3	1281
k141_127809	0	0	0	928
k141_109393	28	0	31	5497
k141_195114	0	0	6	2454
k141_173305	4	0	56	1521
k141_85134	239	0	99	2050
k141_223200	2184	0	0	0
k141_163001	7	0	43	1480
k141_28339	3	0	0	2543
k141_31785	15	0	13	2509
k141_213058	590	0	249	3941
k141_53263	5	0	12	1929
k141_152327	0	0	11	277
k141_95759	1	0	22	1748
k141_124212	13	0	0	1005
k141_49492	89	0	49	3734
k141_88415	343	0	237	487
k141_223204	1	0	25	821
k141_188210	0	0	3	1546
k141_59539	130	0	144	3551
k141_166503	0	0	41	8153
k141_170295	1	0	0	3540
k141_148975	0	0	5	1764
k141_209206	1	0	4	922
k141_213067	0	0	0	3542
k141_31795	9	0	0	1031
k141_223209	0	0	0	380
k141_17394	0	0	0	821
k141_216253	0	0	1	1770
k141_131175	0	0	0	725
k141_127849	20	0	282	3536
k141_156258	24	0	34	6379
k141_131178	31	0	4	314
k141_195147	108	0	181	1131
k141_223211	1	0	0	811
k141_216255	2	0	7	3285
k141_148997	0	0	0	1825
k141_38756	0	0	5	1488
k141_31805	1	0	0	1312
k141_156263	5	0	2	329
k141_81474	1	0	0	1857
k141_138224	734	0	321	9267
k141_116482	14679	0	94	14187
k141_223215	22	0	299	2191
k141_49524	120	0	218	4380
k141_88443	8	0	2	384
k141_95815	0	0	0	452
k141_81489	9	0	0	606
k141_163063	0	0	2	671
k141_195156	17	0	44	3139
k141_85213	7	0	57	1597
k141_223220	4	0	0	1161
k141_124262	1	0	0	2165
k141_116492	0	0	52	4465
k141_152388	3	0	16	2660
k141_226514	2	0	1	1697
k141_59593	1	0	5	498
k141_180661	8	0	0	598
k141_131219	35	0	17	2859
k141_95840	28	0	10	1803
k141_17445	0	0	3	775
k141_138239	5	0	27	5380
k141_173383	0	0	21	1285
k141_149051	1	0	15	1364
k141_24834	0	0	9	3076
k141_49563	47	0	0	342
k141_31855	0	0	0	1581
k141_226525	23	0	1	1235
k141_124277	1575	0	0	0
k141_109504	1	0	10	2328
k141_152410	1	0	0	1378
k141_223240	57	0	21	2633
k141_180671	5	0	1	732
k141_59599	2501	0	0	0
k141_81551	2470	0	0	0
k141_195199	1	0	4	1052
k141_31868	359	0	245	413
k141_116523	0	0	2	1071
k141_88472	17	0	71	8007
k141_226540	2	0	2	907
k141_38841	39	0	42	3224
k141_223253	0	0	0	687
k141_149067	0	0	8	1129
k141_209318	2	0	2	1504
k141_81575	3	0	12	324
k141_170426	4	0	41	7886
k141_59619	490	0	425	633
k141_95852	14	0	52	11576
k141_216331	8	0	7	9644
k141_163153	0	0	0	480
k141_17497	38	0	42	1676
k141_180682	84	0	163	4626
k141_81580	43	0	5	2646
k141_38853	0	0	0	484
k141_88496	187	0	39	2404
k141_81581	6	0	18	1472
k141_180687	1113	0	0	0
k141_170430	0	0	0	10386
k141_17509	0	0	3	560
k141_173449	5	0	12	3696
k141_226573	3	0	1	1643
k141_38867	17	0	19	1159
k141_170442	102	0	55	2055
k141_223298	3	0	0	1080
k141_209378	0	0	1	422
k141_49645	325	0	337	8987
k141_149122	52	0	89	2659
k141_31938	19	0	20	2403
k141_88502	13	0	39	7842
k141_163207	1182	0	0	0
k141_180706	677	0	257	3408
k141_81616	28	0	4	1453
k141_173476	6	0	2	3956
k141_209380	20	0	19	4804
k141_49656	2	0	0	1396
k141_226581	10	0	74	2691
k141_163228	4	0	11	253
k141_109592	0	0	0	4007
k141_116610	258	0	121	1353
k141_226583	2	0	2	358
k141_195292	0	0	0	2563
k141_216405	284	0	238	8100
k141_163229	105	0	3	2813
k141_152494	133	0	110	16643
k141_138380	4	0	1	846
k141_109598	1	0	0	1821
k141_131356	1895	0	0	1
k141_116633	6	0	0	526
k141_223332	2	0	9	2868
k141_81680	0	0	0	417
k141_49677	544	0	214	4317
k141_38919	16	0	43	10040
k141_173530	23	0	10	1323
k141_216437	1	0	0	863
k141_166535	599	0	405	55992
k141_81688	5	0	8	1156
k141_195293	313	0	493	3574
k141_209435	43	0	18	1591
k141_223343	0	0	2	1266
k141_116658	6	0	0	905
k141_131387	1517	0	0	0
k141_38944	0	0	0	862
k141_131391	214	0	201	387
k141_81694	20	0	11	5261
k141_17632	2	0	0	1530
k141_180806	8	0	0	1097
k141_116661	2	0	12	4769
k141_223375	0	0	3	381
k141_59723	442	0	705	5400
k141_226619	0	0	0	3436
k141_109638	2	0	5	5459
k141_152562	509	0	12	1832
k141_116664	35	0	5	2897
k141_131401	2547	0	0	0
k141_180820	3	0	0	441
k141_166572	788	0	286	3509
k141_163311	167	0	69	2041
k141_216506	3	0	22	1609
k141_173592	0	0	0	431
k141_209492	0	0	35	3237
k141_17633	120	0	59	5019
k141_59740	52	0	60	1866
k141_109643	3	0	0	616
k141_152578	0	0	1	906
k141_223389	77	0	27	3025
k141_216515	0	0	10	2554
k141_131406	0	0	2	710
k141_163326	8	0	5	2522
k141_173598	2	0	2	3157
k141_17635	434	0	138	2308
k141_173601	17	0	23	440
k141_166600	30	0	250	2811
k141_17641	44	0	0	281
k141_152615	0	0	8	2971
k141_116723	21	0	9	1648
k141_226682	0	0	55	1648
k141_59775	3	0	23	4419
k141_138515	3511	0	21928	0
k141_173641	3	0	16	1367
k141_88687	1	0	21	1673
k141_17678	1	0	0	428
k141_39053	4	0	44	9554
k141_17680	0	0	0	410
k141_166639	9	0	11	2329
k141_216575	99	0	21	619
k141_88690	912	0	64	2865
k141_180883	0	0	0	3649
k141_59801	6	0	9	1623
k141_109725	90	0	6	372
k141_17691	116	0	78	1349
k141_180888	304	0	149	7463
k141_216589	119	0	21	639
k141_17702	10	0	14	1340
k141_226715	1000	0	313	6250
k141_116793	296	0	142	466
k141_216594	6	0	17	6280
k141_116797	49	0	4	1480
k141_180904	23	0	2	1722
k141_17728	0	0	0	2871
k141_226716	71	0	32	5212
k141_17740	64	0	71	738
k141_59868	0	0	1	660
k141_173757	16	0	8	1495
k141_180953	1	0	17	2882
k141_88771	736	0	310	4391
k141_226742	8	0	2	1878
k141_223541	7	0	31	1041
k141_116881	12	0	14	725
k141_226746	0	0	0	732
k141_180976	132	0	3	2022
k141_226748	1112	0	7355	0
k141_116892	0	0	2	296
k141_109834	0	0	1	1036
k141_180997	10	0	13	3290
k141_166651	4137	0	1535	24558
k141_116926	32	0	0	328
k141_181005	124	0	16	4093
k141_59956	6	0	52	1736
k141_109857	823	0	312	5481
k141_223581	138	0	47	6236
k141_181017	0	0	0	783
k141_166705	2661	0	0	0
k141_226814	2510	0	16447	0
k141_59975	1	0	1	7241
k141_223596	0	0	0	335
k141_109875	6	0	1	2271
k141_116964	0	0	0	408
k141_59981	3	0	25	2193
k141_181049	60	0	0	384
k141_166727	92	0	45	1037
k141_173899	0	0	0	1136
k141_226837	14	0	7	1362
k141_116983	1	0	1	999
k141_109894	14	0	6	1064
k141_173909	1203	0	6741	1
k141_223631	0	0	0	3496
k141_223634	0	0	11	341
k141_181079	7	0	26	3743
k141_226865	332	0	165	6728
k141_117013	207	0	32	2548
k141_223644	932	0	346	5904
k141_109939	69	0	37	6106
k141_60021	90	0	27	8569
k141_166804	3	0	0	1058
k141_173988	178	0	112	5586
k141_226879	0	0	101	13990
k141_226880	16	0	3	602
k141_117032	5927	0	56	5464
k141_109970	0	0	0	1427
k141_174019	25	0	0	346
k141_223684	0	0	3	3221
k141_166857	0	0	0	1890
k141_166862	2	0	3	659
k141_117068	9	0	0	1031
k141_60097	5	0	0	726
k141_223706	0	0	10	2319
k141_166871	0	0	0	3002
k141_226884	98	0	89	14708
k141_226891	11	0	7	1875
k141_117080	8	0	3	2849
k141_223712	13	0	85	3503
k141_166899	0	0	0	707
k141_117085	82	0	0	510
k141_60133	1	0	0	1169
k141_226904	38	0	260	2724
k141_117092	0	0	0	375
k141_223734	1147	0	0	1
k141_226913	0	0	20	1945
k141_60156	7	0	2	2112
k141_110089	0	0	0	441
k141_117103	0	0	0	560
k141_117168	1245	0	0	0
k141_60242	0	0	1	913
k141_226987	2	0	18	1248
k141_60253	25	0	11	1419
k141_117173	2	0	2	1907
k141_117175	3350	0	10	3186
k141_117186	93	0	74	2020
k141_60290	29	0	165	1727
k141_227052	1567	0	0	0
k141_227056	0	0	0	883
k141_60303	47	0	137	23648
k141_60309	92	0	6	1419
k141_60329	2111	0	12349	0
	8403991	0	3914838	18185978
