SampleID	SampleName	AlignedFrags	Cluster1	Cluster2	Cluster3	Cluster4	ClusterCenterDist
0139	VLC_EMN_TAF_min10k_sorted_md_k141_79944_n2126	2126	0.9706	0.0	0.0294	0.0	0.399
0140	VLC_EMN_TAF_min10k_sorted_md_k141_43893_n2794	2794	0.9688	0.0	0.0312	0.0	0.4451
0141	VLC_EMN_TAF_min10k_sorted_md_k141_111990_n3502	3502	0.9666	0.0	0.0334	0.0	0.4803
0142	VLC_EMN_TAF_min10k_sorted_md_k141_183304_n3226	3226	0.9517	0.0	0.0483	0.0	0.3543
0143	VLC_EMN_TAF_min10k_sorted_md_k141_22544_n1722	1722	0.9316	0.0	0.0684	0.0	0.5415
0144	VLC_EMN_TAF_min10k_sorted_md_k141_224095_n4341	4341	0.9209	0.0	0.0791	0.0	0.3188
0145	VLC_EMN_TAF_min10k_sorted_md_k141_76461_n3667	3667	0.9112	0.0	0.0888	0.0	0.5688
0146	VLC_EMN_TAF_min10k_sorted_md_k141_128039_n7374	7374	0.9068	0.0	0.0932	0.0	0.2212
0147	VLC_EMN_TAF_min10k_sorted_md_k141_204312_n2358	2358	0.906	0.0	0.094	0.0	0.367
0148	VLC_EMN_TAF_min10k_sorted_md_k141_9396_n3505	3505	0.9052	0.0	0.0948	0.0	0.4031
0149	VLC_EMN_TAF_min10k_sorted_md_k141_43939_n2252	2252	0.8886	0.0	0.1114	0.0	0.5039
0150	VLC_EMN_TAF_min10k_sorted_md_k141_218987_n2492	2492	0.8732	0.0	0.1268	0.0	0.4187
0151	VLC_EMN_TAF_min10k_sorted_md_k141_149460_n5135	5135	0.8527	0.0	0.1473	0.0	0.4054
0152	VLC_EMN_TAF_min10k_sorted_md_k141_191108_n1911	1911	0.8057	0.1867	0.0076	0.0	0.9534
0153	VLC_EMN_TAF_min10k_sorted_md_k141_94863_n1627	1627	0.8055	0.0	0.1945	0.0	0.3253
0154	VLC_EMN_TAF_min10k_sorted_md_k141_80538_n3434	3434	0.7454	0.0	0.2546	0.0	0.3102
0155	VLC_EMN_TAF_min10k_sorted_md_k141_105202_n1302	1302	0.7352	0.0	0.2648	0.0	0.345
0156	VLC_EMN_TAF_min10k_sorted_md_k141_125542_n4869	4869	0.7087	0.0	0.2913	0.0	0.4748
0157	VLC_EMN_TAF_min10k_sorted_md_k141_116661_n4782	4782	0.7066	0.0	0.2934	0.0	0.4381
0158	VLC_EMN_TAF_min10k_sorted_md_k141_225108_n1574	1574	0.6967	0.0	0.3033	0.0	0.3876
0159	VLC_EMN_TAF_min10k_sorted_md_k141_25732_n2151	2151	0.6765	0.0	0.3235	0.0	0.5202
0160	VLC_EMN_TAF_min10k_sorted_md_k141_172493_n7601	7601	0.6016	0.0	0.3984	0.0	0.2978
0161	VLC_EMN_TAF_min10k_sorted_md_k141_68630_n2652	2652	0.0	1.0	0.0	0.0	0.7851
0162	VLC_EMN_TAF_min10k_sorted_md_k141_46996_n2492	2492	0.0	1.0	0.0	0.0	0.6171
0163	VLC_EMN_TAF_min10k_sorted_md_k141_20366_n4527	4527	0.0	1.0	0.0	0.0	0.5596
0164	VLC_EMN_TAF_min10k_sorted_md_k141_155569_n8258	8258	0.0	1.0	0.0	0.0	0.2304
0165	VLC_EMN_TAF_min10k_sorted_md_k141_126514_n9531	9531	0.0	1.0	0.0	0.0	0.2277
0166	VLC_EMN_TAF_min10k_sorted_md_k141_213966_n10424	10424	0.0	1.0	0.0	0.0	0.2156
0167	VLC_EMN_TAF_min10k_sorted_md_k141_225552_n6938	6938	0.0	1.0	0.0	0.0	0.3944
0168	VLC_EMN_TAF_min10k_sorted_md_k141_17146_n9906	9906	0.0	1.0	0.0	0.0	0.5238
0169	VLC_EMN_TAF_min10k_sorted_md_k141_214682_n8158	8158	0.0	1.0	0.0	0.0	0.3562
0170	VLC_EMN_TAF_min10k_sorted_md_k141_47925_n1081	1081	0.0	1.0	0.0	0.0	0.6134
0171	VLC_EMN_TAF_min10k_sorted_md_k141_165214_n110973	110973	0.0	1.0	0.0	0.0	0.2824
0172	VLC_EMN_TAF_min10k_sorted_md_k141_139475_n12752	12752	0.0	1.0	0.0	0.0	0.59
0173	VLC_EMN_TAF_min10k_sorted_md_k141_121827_n11077	11077	0.0	1.0	0.0	0.0	0.3316
0174	VLC_EMN_TAF_min10k_sorted_md_k141_210918_n1723	1723	0.0	1.0	0.0	0.0	0.7668
0175	VLC_EMN_TAF_min10k_sorted_md_k141_123594_n1516	1516	0.0	1.0	0.0	0.0	0.4845
0176	VLC_EMN_TAF_min10k_sorted_md_k141_217840_n2416	2416	0.0	1.0	0.0	0.0	0.5854
0177	VLC_EMN_TAF_min10k_sorted_md_k141_104813_n3809	3809	0.0	1.0	0.0	0.0	0.545
0178	VLC_EMN_TAF_min10k_sorted_md_k141_91572_n8868	8868	0.0	1.0	0.0	0.0	0.3022
0179	VLC_EMN_TAF_min10k_sorted_md_k141_191946_n6894	6894	0.0	1.0	0.0	0.0	0.2931
0180	VLC_EMN_TAF_min10k_sorted_md_k141_6893_n1849	1849	0.0	1.0	0.0	0.0	0.7421
0181	VLC_EMN_TAF_min10k_sorted_md_k141_147291_n6166	6166	0.0	1.0	0.0	0.0	0.5499
0182	VLC_EMN_TAF_min10k_sorted_md_k141_120748_n8518	8518	0.0	1.0	0.0	0.0	0.2534
0183	VLC_EMN_TAF_min10k_sorted_md_k141_162960_n10665	10665	0.0	1.0	0.0	0.0	0.261
0184	VLC_EMN_TAF_min10k_sorted_md_k141_175394_n6707	6707	0.0	1.0	0.0	0.0	0.2886
0185	VLC_EMN_TAF_min10k_sorted_md_k141_181598_n5379	5379	0.0	1.0	0.0	0.0	0.2892
0186	VLC_EMN_TAF_min10k_sorted_md_k141_117080_n2866	2866	0.0	1.0	0.0	0.0	0.4005
0187	VLC_EMN_TAF_min10k_sorted_md_k141_157386_n26577	26577	0.0	1.0	0.0	0.0	0.2352
0188	VLC_EMN_TAF_min10k_sorted_md_k141_172824_n3198	3198	0.0	1.0	0.0	0.0	0.4266
0189	VLC_EMN_TAF_min10k_sorted_md_k141_28330_n36559	36559	0.0	1.0	0.0	0.0	0.2732
0190	VLC_EMN_TAF_min10k_sorted_md_k141_150008_n9723	9723	0.0	1.0	0.0	0.0	0.165
0191	VLC_EMN_TAF_min10k_sorted_md_k141_95748_n4130	4130	0.0	1.0	0.0	0.0	0.431
0192	VLC_EMN_TAF_min10k_sorted_md_k141_113228_n2314	2314	0.0	1.0	0.0	0.0	0.6858
0193	VLC_EMN_TAF_min10k_sorted_md_k141_43924_n5223	5223	0.0	1.0	0.0	0.0	0.1831
0194	VLC_EMN_TAF_min10k_sorted_md_k141_125281_n8748	8748	0.0	1.0	0.0	0.0	0.5925
0195	VLC_EMN_TAF_min10k_sorted_md_k141_11186_n4510	4510	0.0	1.0	0.0	0.0	0.2585
0196	VLC_EMN_TAF_min10k_sorted_md_k141_205846_n3115	3115	0.0	1.0	0.0	0.0	0.4137
0197	VLC_EMN_TAF_min10k_sorted_md_k141_188970_n1260	1260	0.0	1.0	0.0	0.0	0.3136
0198	VLC_EMN_TAF_min10k_sorted_md_k141_146115_n4849	4849	0.0	1.0	0.0	0.0	0.2335
0199	VLC_EMN_TAF_min10k_sorted_md_k141_177087_n5091	5091	0.0	1.0	0.0	0.0	0.1309
0200	VLC_EMN_TAF_min10k_sorted_md_k141_34858_n16434	16434	0.0	1.0	0.0	0.0	0.221
0201	VLC_EMN_TAF_min10k_sorted_md_k141_181226_n2238	2238	0.0	1.0	0.0	0.0	0.3833
0202	VLC_EMN_TAF_min10k_sorted_md_k141_7334_n1731	1731	0.0	1.0	0.0	0.0	0.7838
0203	VLC_EMN_TAF_min10k_sorted_md_k141_199124_n7018	7018	0.0	1.0	0.0	0.0	0.5894
0204	VLC_EMN_TAF_min10k_sorted_md_k141_179169_n8468	8468	0.0	1.0	0.0	0.0	0.4857
0205	VLC_EMN_TAF_min10k_sorted_md_k141_62720_n2619	2619	0.0	1.0	0.0	0.0	0.3309
0206	VLC_EMN_TAF_min10k_sorted_md_k141_100317_n24494	24494	0.0	1.0	0.0	0.0	0.2925
0207	VLC_EMN_TAF_min10k_sorted_md_k141_139112_n2898	2898	0.0	1.0	0.0	0.0	0.429
0208	VLC_EMN_TAF_min10k_sorted_md_k141_195920_n27720	27720	0.0	1.0	0.0	0.0	0.2948
0209	VLC_EMN_TAF_min10k_sorted_md_k141_27376_n6650	6650	0.0	1.0	0.0	0.0	0.1808
0210	VLC_EMN_TAF_min10k_sorted_md_k141_225616_n1528	1528	0.0	1.0	0.0	0.0	0.8694
0211	VLC_EMN_TAF_min10k_sorted_md_k141_219321_n6514	6514	0.0	1.0	0.0	0.0	0.4457
0212	VLC_EMN_TAF_min10k_sorted_md_k141_46287_n6592	6592	0.0	1.0	0.0	0.0	0.1647
0213	VLC_EMN_TAF_min10k_sorted_md_k141_45135_n17914	17914	0.0	1.0	0.0	0.0	0.2248
0214	VLC_EMN_TAF_min10k_sorted_md_k141_189475_n7333	7333	0.0	1.0	0.0	0.0	0.2101
0215	VLC_EMN_TAF_min10k_sorted_md_k141_205444_n5447	5447	0.0	1.0	0.0	0.0	0.498
0216	VLC_EMN_TAF_min10k_sorted_md_k141_84372_n10112	10112	0.0	1.0	0.0	0.0	0.3237
0217	VLC_EMN_TAF_min10k_sorted_md_k141_64056_n27142	27142	0.0	1.0	0.0	0.0	0.2802
0218	VLC_EMN_TAF_min10k_sorted_md_k141_8072_n14758	14758	0.0	1.0	0.0	0.0	0.2547
0219	VLC_EMN_TAF_min10k_sorted_md_k141_185233_n3538	3538	0.0	1.0	0.0	0.0	0.1013
0220	VLC_EMN_TAF_min10k_sorted_md_k141_120303_n11622	11622	0.0	1.0	0.0	0.0	0.2714
0221	VLC_EMN_TAF_min10k_sorted_md_k141_37015_n7546	7546	0.0	1.0	0.0	0.0	0.2194
0222	VLC_EMN_TAF_min10k_sorted_md_k141_111240_n18244	18244	0.0	1.0	0.0	0.0	0.0855
0223	VLC_EMN_TAF_min10k_sorted_md_k141_72206_n12827	12827	0.0	1.0	0.0	0.0	0.1252
0224	VLC_EMN_TAF_min10k_sorted_md_k141_115866_n7418	7418	0.0	1.0	0.0	0.0	0.3887
0225	VLC_EMN_TAF_min10k_sorted_md_k141_189663_n8951	8951	0.0	1.0	0.0	0.0	0.1898
0226	VLC_EMN_TAF_min10k_sorted_md_k141_196956_n7734	7734	0.0	1.0	0.0	0.0	0.1964
0227	VLC_EMN_TAF_min10k_sorted_md_k141_152494_n16885	16885	0.0	1.0	0.0	0.0	0.2897
0228	VLC_EMN_TAF_min10k_sorted_md_k141_12693_n4094	4094	0.0	1.0	0.0	0.0	0.4521
0229	VLC_EMN_TAF_min10k_sorted_md_k141_90037_n16584	16584	0.0	1.0	0.0	0.0	0.1142
0230	VLC_EMN_TAF_min10k_sorted_md_k141_117491_n3473	3473	0.0	1.0	0.0	0.0	0.5467
0231	VLC_EMN_TAF_min10k_sorted_md_k141_113786_n5906	5906	0.0	1.0	0.0	0.0	0.2522
0232	VLC_EMN_TAF_min10k_sorted_md_k141_184196_n5047	5047	0.0	1.0	0.0	0.0	0.2847
0233	VLC_EMN_TAF_min10k_sorted_md_k141_67490_n5402	5402	0.0	1.0	0.0	0.0	0.5045
0234	VLC_EMN_TAF_min10k_sorted_md_k141_182223_n10442	10442	0.0	1.0	0.0	0.0	0.4288
